TimeRecording, PositionChange, TimeChange, IndexTriggered
1.549912452697754, 1, 906.0, 0
2.2455801963806152, -1, 679.0, 0
2.4215028285980225, -1, 165.0, 0
2.6137678623199463, 1, 188.0, 0
3.005570888519287, -1, 385.0, 0
4.453911542892456, 3, 1411.0, 0
5.05398964881897, -1, 587.0, 0
5.453627109527588, 1, 397.0, 0
6.165724992752075, -1, 690.0, 0
6.989746332168579, -1, 805.0, 0
10.341739177703857, -1, 3276.0, 0
11.18164873123169, -3, 819.0, 0
11.517516613006592, -1, 328.0, 0
12.00564956665039, 1, 473.0, 0
12.365680932998657, 1, 357.0, 0
12.901558637619019, -1, 523.0, 0
13.949748992919922, -1, 1020.0, 0
25.22172236442566, -1, 11006.0, 0
26.06976342201233, 1, 827.0, 0
27.989656925201416, -1, 1880.0, 0
28.341654539108276, 1, 342.0, 0
29.013733863830566, 1, 652.0, 0
29.141746997833252, -3, 126.0, 0
29.2456214427948, 2, 101.0, 0
29.357496976852417, 5, 109.0, 0
29.4694983959198, -7, 112.0, 0
29.57356548309326, 2, 99.0, 0
29.82950782775879, 1, 251.0, 0
30.301644802093506, -3, 463.0, 0
31.06171703338623, 1, 741.0, 0
31.997707843780518, -1, 917.0, 0
32.2137176990509, -29, 206.0, 0
32.31762909889221, 11, 101.0, 0
32.42534828186035, 21, 102.0, 0
32.525524377822876, -5, 101.0, 0
32.629509925842285, 8, 102.0, 0
32.7335569858551, -4, 102.0, 0
32.83751344680786, -9, 101.0, 0
32.94950890541077, -6, 109.0, 0
33.213650703430176, 7, 261.0, 0
33.384199142456055, 5, 161.0, 0
33.50151538848877, 0, 117.0, 0
33.621530532836914, -7, 121.0, 0
34.085567235946655, 3, 457.0, 0
35.63767457008362, -1, 1511.0, 0
40.26162624359131, 5, 4516.0, 0
40.3657705783844, 35, 98.0, 0
40.46949648857117, 156, 102.0, 0
40.57349944114685, 232, 101.0, 0
40.677507638931274, 530, 102.0, 0
40.78150725364685, 871, 101.0, 0
40.8855094909668, 1236, 102.0, 0
40.98951745033264, 1596, 102.0, 0
41.09349465370178, 2055, 101.0, 0
41.19844841957092, 2575, 102.0, 0
41.30176115036011, 3010, 101.0, 0
41.4064154624939, 3512, 102.0, 0
41.50958228111267, 3841, 101.0, 0
41.61365818977356, 4262, 102.0, 0
41.71763515472412, 4565, 101.0, 0
41.82155704498291, 4942, 102.0, 0
41.925559282302856, 5386, 101.0, 0
42.02953243255615, 5796, 102.0, 0
42.13371658325195, 6234, 102.0, 0
42.23779320716858, 6673, 101.0, 0
42.34165930747986, 6924, 102.0, 0
42.44560503959656, 7459, 101.0, 0
42.549566984176636, 7748, 102.0, 0
42.653611183166504, 8069, 101.0, 0
42.757598638534546, 8595, 102.0, 0
42.86151075363159, 8794, 102.0, 0
42.965529918670654, 9124, 101.0, 0
43.06979155540466, 9327, 102.0, 0
43.17395734786987, 9479, 101.0, 0
43.27775692939758, 9625, 102.0, 0
43.38192582130432, 9712, 102.0, 0
43.48552346229553, 9778, 101.0, 0
43.58952760696411, 9809, 102.0, 0
43.693596839904785, 10069, 101.0, 0
43.79754567146301, 10223, 102.0, 0
43.901530265808105, 10443, 102.0, 0
44.00556230545044, 10545, 101.0, 0
44.10976266860962, 10722, 102.0, 0
44.21364426612854, 10823, 101.0, 0
44.3176167011261, 10775, 102.0, 0
44.42152237892151, 10885, 102.0, 0
44.5255241394043, 10999, 101.0, 0
44.6295223236084, 10888, 102.0, 0
44.733585596084595, 11161, 101.0, 0
44.837543964385986, 11088, 102.0, 0
44.94179081916809, 11040, 101.0, 0
45.04578495025635, 10900, 102.0, 0
45.14980602264404, 11079, 101.0, 0
45.25398540496826, 10748, 102.0, 0
45.35780119895935, 11025, 102.0, 0
45.46161246299744, 10977, 101.0, 0
45.565614223480225, 10562, 102.0, 0
45.66957378387451, 10203, 101.0, 0
45.773651361465454, 9647, 102.0, 0
45.877524614334106, 8446, 102.0, 0
45.98152780532837, 7970, 101.0, 0
46.08553624153137, 6290, 101.0, 0
46.1898558139801, 5617, 102.0, 0
46.293731927871704, 3851, 102.0, 0
46.39767813682556, 3016, 101.0, 0
46.501643896102905, 1974, 102.0, 0
46.60577869415283, 949, 102.0, 0
46.70975399017334, 594, 101.0, 0
46.81369423866272, -135, 101.0, 0
46.917656898498535, -200, 102.0, 0
47.02152132987976, -308, 101.0, 0
47.12549614906311, -376, 102.0, 0
47.22949290275574, -231, 102.0, 0
47.33350324630737, -256, 101.0, 0
47.437493562698364, -116, 102.0, 0
47.54179573059082, -80, 101.0, 0
47.64564657211304, -56, 102.0, 0
47.74952745437622, 39, 105.0, 0
47.869502544403076, -4, 114.0, 0
47.98149800300598, -19, 109.0, 0
48.149521589279175, 15, 164.0, 0
48.373504400253296, -11, 221.0, 0
48.49379801750183, 11, 115.0, 0
48.67764639854431, -7, 180.0, 0
48.79782724380493, 0, 117.0, 0
49.02964663505554, -3, 229.0, 0
49.485618591308594, -3, 444.0, 0
49.78164315223694, -1, 290.0, 0
50.22962045669556, 1, 438.0, 0
50.50173568725586, 3, 265.0, 0
50.637784004211426, -3, 130.0, 0
