TimeRecording, PositionChange, TimeChange, IndexTriggered
0.8530032634735107, 46, 0.0, 0
0.9563963413238525, 0, 298.0, 0
1.0602748394012451, -56, 101.0, 0
1.1642506122589111, 42, 102.0, 0
1.2762975692749023, -34, 110.0, 0
1.3802604675292969, 35, 101.0, 0
1.492276906967163, -13, 109.0, 0
1.5964744091033936, -4, 102.0, 0
1.7003998756408691, 21, 101.0, 0
1.8042819499969482, -21, 102.0, 0
1.9162638187408447, 16, 110.0, 0
2.020296573638916, -6, 101.0, 0
2.1483938694000244, -2, 133.0, 0
2.4204657077789307, -3, 260.0, 0
2.612398624420166, 3, 189.0, 0
3.284372568130493, -1, 653.0, 0
6.156274080276489, 1, 2808.0, 0
6.30045223236084, -3, 139.0, 0
6.404501914978027, 61, 99.0, 0
6.5084898471832275, -11, 102.0, 0
6.724155426025391, -16, 211.0, 0
6.82818865776062, 74, 101.0, 0
6.932230472564697, -61, 102.0, 0
7.0361809730529785, 65, 102.0, 0
7.140236139297485, -51, 105.0, 0
7.244202136993408, 30, 105.0, 0
7.3483192920684814, -14, 94.0, 0
7.452310562133789, 15, 102.0, 0
7.5563013553619385, -20, 101.0, 0
7.6603193283081055, 20, 101.0, 0
7.764315843582153, -11, 102.0, 0
7.876293182373047, -4, 109.0, 0
7.9803197383880615, 13, 101.0, 0
8.108432292938232, -8, 125.0, 0
8.492457628250122, 1, 383.0, 0
10.492351293563843, -1, 1948.0, 0
12.556362390518188, 1, 2018.0, 0
14.524320840835571, 1, 1918.0, 0
14.756293535232544, -7, 225.0, 0
14.876376628875732, 8, 125.0, 0
15.156160116195679, -3, 274.0, 0
15.436283111572266, 1, 265.0, 0
16.01230812072754, 1, 569.0, 0
16.580353498458862, -1, 555.0, 0
17.316290140151978, -1, 719.0, 0
17.61227798461914, -1, 285.0, 0
18.3563871383667, 1, 729.0, 0
19.3243248462677, -3, 943.0, 0
19.492339849472046, -1, 166.0, 0
19.636218786239624, 3, 135.0, 0
19.788233518600464, 1, 153.0, 0
19.97217106819153, -11, 181.0, 0
20.340326070785522, -3, 354.0, 0
20.524312496185303, 10, 180.0, 0
20.700278997421265, -7, 172.0, 0
20.82016611099243, -9, 117.0, 0
20.924274682998657, 14, 105.0, 0
21.028188467025757, 8, 98.0, 0
21.14021062850952, -5, 109.0, 0
21.244214296340942, -10, 102.0, 0
21.356298208236694, 10, 109.0, 0
21.500545501708984, -2, 142.0, 0
21.66835069656372, -3, 163.0, 0
21.772314071655273, 5, 101.0, 0
22.012296676635742, -3, 238.0, 0
22.332625150680542, 1, 315.0, 0
22.796322107315063, 1, 449.0, 0
29.460281133651733, 3, 6510.0, 0
29.59626054763794, 7, 128.0, 0
29.70032048225403, 263, 102.0, 0
29.8042950630188, 448, 101.0, 0
29.908307790756226, 809, 101.0, 0
30.012296676635742, 1169, 102.0, 0
30.116294145584106, 1604, 101.0, 0
30.220398664474487, 1964, 102.0, 0
30.324445009231567, 2278, 102.0, 0
30.428277730941772, 2665, 101.0, 0
30.53220820426941, 2885, 102.0, 0
30.636235237121582, 3173, 101.0, 0
30.74026131629944, 3364, 102.0, 0
30.844292640686035, 3384, 102.0, 0
30.948251485824585, 3548, 101.0, 0
31.05242943763733, 3540, 102.0, 0
31.15645122528076, 3663, 101.0, 0
31.260436296463013, 3679, 102.0, 0
31.364425897598267, 3701, 101.0, 0
