TimeRecording, PositionChange, TimeChange, IndexTriggered
1.49627685546875, 1, 0.0, 0
2.631852149963379, -1, 1115.0, 0
3.3599905967712402, 1, 705.0, 0
5.615851402282715, 1, 2207.0, 0
5.911714315414429, -5, 288.0, 0
6.095701694488525, 5, 182.0, 0
6.463786363601685, -1, 354.0, 0
6.5759313106536865, 0, 109.0, 0
6.6798059940338135, 2, 101.0, 0
6.783761739730835, -12, 102.0, 0
6.887713432312012, 26, 101.0, 0
6.991860389709473, -32, 102.0, 0
7.0957231521606445, 21, 101.0, 0
7.2077107429504395, -2, 110.0, 0
7.311722278594971, -9, 101.0, 0
7.735747575759888, 5, 418.0, 0
8.464051246643066, -1, 715.0, 0
8.727730512619019, 1, 253.0, 0
8.999746322631836, 1, 268.0, 0
9.743873119354248, -5, 726.0, 0
10.095851182937622, -3, 345.0, 0
10.303853273391724, -10, 197.0, 0
10.407894611358643, 8, 106.0, 0
10.511890172958374, 24, 98.0, 0
10.61585807800293, -14, 101.0, 0
10.719863653182983, -18, 102.0, 0
10.823896646499634, 4, 101.0, 0
10.92789077758789, 12, 102.0, 0
11.03188681602478, -6, 101.0, 0
11.14387583732605, -3, 112.0, 0
11.319889307022095, 10, 171.0, 0
11.495861768722534, -5, 174.0, 0
11.663873195648193, 7, 161.0, 0
11.9358971118927, -3, 271.0, 0
12.943949937820435, -1, 985.0, 0
15.415982723236084, -1, 2409.0, 0
17.623878717422485, 13, 2155.0, 0
17.72796654701233, 78, 101.0, 0
17.831867456436157, 251, 102.0, 0
17.935834646224976, 294, 102.0, 0
18.040043592453003, 390, 101.0, 0
18.14370346069336, 646, 102.0, 0
18.24772357940674, 977, 101.0, 0
18.351712465286255, 1458, 102.0, 0
18.45577621459961, 1874, 101.0, 0
18.559709787368774, 2402, 102.0, 0
18.663703680038452, 3002, 102.0, 0
18.767822742462158, 3615, 101.0, 0
18.871842622756958, 4248, 102.0, 0
18.975829601287842, 4822, 101.0, 0
19.079849004745483, 5248, 102.0, 0
19.183823108673096, 5720, 101.0, 0
19.287835597991943, 6109, 102.0, 0
19.39189386367798, 6399, 102.0, 0
19.49594497680664, 6752, 101.0, 0
19.599709033966064, 6854, 101.0, 0
19.703715085983276, 7335, 102.0, 0
19.807724714279175, 7777, 101.0, 0
19.91182255744934, 8341, 102.0, 0
20.01571559906006, 8742, 102.0, 0
20.119725942611694, 9172, 101.0, 0
20.22372841835022, 9680, 102.0, 0
20.32794690132141, 9718, 101.0, 0
20.431873083114624, 10037, 102.0, 0
20.535856008529663, 10018, 101.0, 0
20.639781951904297, 9971, 102.0, 0
20.743717908859253, 10045, 102.0, 0
20.847821950912476, 9993, 101.0, 0
20.951966762542725, 9920, 101.0, 0
21.055719137191772, 9670, 102.0, 0
21.159913539886475, 9753, 102.0, 0
21.264086723327637, 9663, 101.0, 0
21.36795997619629, 9933, 102.0, 0
21.481807708740234, 10102, 101.0, 0
21.57582116127014, 10216, 102.0, 0
21.679805278778076, 10792, 101.0, 0
21.783725023269653, 11023, 102.0, 0
21.88772225379944, 11457, 101.0, 0
21.99172306060791, 11615, 102.0, 0
22.095741033554077, 10160, 101.0, 0
22.199767112731934, 11007, 102.0, 0
22.304000854492188, 8855, 101.0, 0
22.407915592193604, 5989, 102.0, 0
22.511751890182495, 9391, 101.0, 0
22.615742206573486, 10330, 102.0, 0
22.7197527885437, 9434, 102.0, 0
22.823798418045044, 8685, 101.0, 0
22.92777371406555, 7830, 102.0, 0
23.03175663948059, 7154, 101.0, 0
23.13596248626709, 6539, 102.0, 0
23.23998522758484, 4881, 102.0, 0
23.34407091140747, 4410, 101.0, 0
23.45062565803528, 2824, 102.0, 0
23.55179715156555, 2208, 101.0, 0
23.655831336975098, 964, 102.0, 0
23.75977325439453, 443, 101.0, 0
23.863733530044556, 116, 102.0, 0
23.967790842056274, -187, 102.0, 0
24.071754693984985, -285, 101.0, 0
24.17597270011902, -170, 102.0, 0
24.280072450637817, -152, 101.0, 0
24.38384509086609, -9, 102.0, 0
24.48789072036743, -74, 101.0, 0
24.59984850883484, -48, 110.0, 0
24.7043399810791, -51, 101.0, 0
24.808019638061523, 45, 101.0, 0
24.912397384643555, 1, 102.0, 0
25.015916347503662, -32, 101.0, 0
25.127933502197266, 16, 110.0, 0
25.23986268043518, -2, 109.0, 0
25.34384846687317, 3, 102.0, 0
25.44787621498108, -17, 104.0, 0
25.567842960357666, 17, 115.0, 0
25.75184941291809, -9, 179.0, 0
25.86388373374939, 1, 110.0, 0
26.183861017227173, -2, 320.0, 0
26.415922164916992, 3, 223.0, 0
26.695847511291504, 5, 276.0, 0
26.935865879058838, -5, 231.0, 0
27.239864587783813, -1, 297.0, 0
27.39205551147461, -5, 147.0, 0
27.64773941040039, 5, 249.0, 0
27.81571936607361, -1, 167.0, 0
28.1117160320282, -1, 286.0, 0
28.37584161758423, -1, 264.0, 0
28.86406445503235, 3, 474.0, 0
29.479828596115112, -7, 598.0, 0
29.6157283782959, -1, 135.0, 0
29.7280113697052, -1, 106.0, 0
29.839727878570557, 3, 109.0, 0
29.99171781539917, -3, 154.0, 0
