TimeRecording, PositionChange, TimeChange, IndexTriggered
0.9506793022155762, 7463, 101.0, 0
1.054612398147583, 7450, 102.0, 0
1.1585304737091064, 7318, 101.0, 0
1.2627942562103271, 7286, 102.0, 0
1.3666276931762695, 7375, 101.0, 0
1.470581293106079, 7275, 102.0, 0
1.575240135192871, 7282, 101.0, 0
1.678565263748169, 7074, 102.0, 0
1.7824735641479492, 7004, 102.0, 0
1.886620283126831, 6697, 101.0, 0
1.9904630184173584, 7920, 102.0, 0
2.0944621562957764, 6127, 101.0, 0
2.1985061168670654, 7956, 102.0, 0
2.3024868965148926, 6746, 101.0, 0
2.406471014022827, 7605, 102.0, 0
2.510469436645508, 7568, 101.0, 0
2.6144754886627197, 7061, 102.0, 0
2.7184736728668213, 7949, 101.0, 0
2.822467803955078, 6967, 102.0, 0
2.926564931869507, 7221, 101.0, 0
3.0305259227752686, 6175, 102.0, 0
3.134469509124756, 5414, 101.0, 0
3.2384989261627197, 4519, 102.0, 0
3.342456579208374, 3263, 101.0, 0
3.4464850425720215, 2640, 102.0, 0
3.5507211685180664, 1211, 102.0, 0
3.654484987258911, 931, 101.0, 0
3.758514404296875, 253, 102.0, 0
3.862447738647461, -15, 102.0, 0
3.966360569000244, 67, 101.0, 0
4.070490598678589, -344, 102.0, 0
4.174404859542847, 33, 101.0, 0
4.279551982879639, -240, 102.0, 0
4.382623195648193, -12, 101.0, 0
4.486565351486206, -19, 102.0, 0
4.590656042098999, -124, 101.0, 0
4.694587707519531, 61, 104.0, 0
4.798635721206665, -18, 99.0, 0
4.902649402618408, 12, 102.0, 0
5.01462459564209, -14, 109.0, 0
5.126652717590332, 2, 110.0, 0
5.230667352676392, 19, 101.0, 0
5.334486484527588, -21, 102.0, 0
5.446382284164429, 6, 109.0, 0
5.590370178222656, 8, 141.0, 0
5.710371255874634, -20, 117.0, 0
5.870373249053955, 11, 164.0, 0
6.014509677886963, -2, 133.0, 0
6.118662357330322, 0, 102.0, 0
6.438371658325195, 1, 313.0, 0
6.686360120773315, 1, 249.0, 0
7.214620590209961, -1, 509.0, 0
7.798372745513916, -1, 570.0, 0
