File:,"C:\data\20201120 cirris\Logger_xsensor_pneu_dda_v2_02.XSN"
Frame,Date,Time,Units,Threshold,Sensor,Rows,Columns,Average Pressure,Peak Pressure,Contact Area (cm²),Est. Load (N),Std Dev.,COP Row,COP Column,Frame Notes
1,"2020 Nov 20","17:49:29",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,82","256,0","2067,74","2035,09","46,34","15,63","18,28",""
2,"2020 Nov 20","17:49:29",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,84","256,0","2067,74","2035,63","46,35","15,63","18,28",""
3,"2020 Nov 20","17:49:29",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,9","256,0","2067,74","2037,23","46,37","15,63","18,29",""
4,"2020 Nov 20","17:49:29",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,93","256,0","2067,74","2037,95","46,38","15,63","18,28",""
5,"2020 Nov 20","17:49:29",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,83","256,0","2067,74","2035,33","46,34","15,63","18,28",""
6,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,86","256,0","2067,74","2036,21","46,36","15,63","18,29",""
7,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,82","256,0","2067,74","2035,09","46,32","15,63","18,29",""
8,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,84","256,0","2067,74","2035,51","46,35","15,63","18,29",""
9,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,83","256,0","2067,74","2035,35","46,35","15,63","18,29",""
10,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,93","256,0","2067,74","2037,96","46,39","15,63","18,29",""
11,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,9","256,0","2067,74","2037,21","46,38","15,63","18,29",""
12,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,82","256,0","2067,74","2034,95","46,32","15,63","18,29",""
13,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,81","256,0","2067,74","2034,7","46,31","15,63","18,29",""
14,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,81","256,0","2067,74","2034,78","46,31","15,63","18,29",""
15,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,79","256,0","2067,74","2034,2","46,33","15,63","18,28",""
16,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,82","256,0","2067,74","2035,02","46,34","15,63","18,30",""
17,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,87","256,0","2067,74","2036,51","46,35","15,63","18,29",""
18,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,8","256,0","2067,74","2034,37","46,33","15,63","18,29",""
19,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,79","256,0","2067,74","2034,22","46,3","15,63","18,29",""
20,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,91","256,0","2067,74","2037,54","46,37","15,63","18,29",""
21,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,88","256,0","2067,74","2036,82","46,38","15,63","18,29",""
22,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,9","256,0","2067,74","2037,19","46,37","15,63","18,29",""
23,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,87","256,0","2067,74","2036,41","46,37","15,63","18,28",""
24,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,89","256,0","2067,74","2036,98","46,38","15,63","18,28",""
25,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,85","256,0","2067,74","2035,89","46,35","15,63","18,28",""
26,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,85","256,0","2067,74","2035,75","46,33","15,63","18,29",""
27,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,92","256,0","2067,74","2037,7","46,39","15,63","18,29",""
28,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,86","256,0","2067,74","2036,25","46,35","15,63","18,28",""
29,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,78","256,0","2067,74","2033,95","46,32","15,63","18,28",""
30,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,89","256,0","2067,74","2036,99","46,38","15,63","18,29",""
31,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,85","256,0","2067,74","2035,76","46,34","15,63","18,29",""
32,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,86","256,0","2067,74","2036,07","46,35","15,63","18,29",""
33,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,85","256,0","2067,74","2035,85","46,35","15,63","18,29",""
34,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,86","256,0","2067,74","2036,28","46,36","15,63","18,29",""
35,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,89","256,0","2067,74","2036,89","46,35","15,63","18,29",""
36,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,88","256,0","2067,74","2036,64","46,35","15,63","18,29",""
37,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,83","256,0","2067,74","2035,35","46,34","15,63","18,29",""
38,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,91","256,0","2067,74","2037,64","46,37","15,63","18,29",""
39,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,86","256,0","2067,74","2036,25","46,34","15,63","18,29",""
40,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,86","256,0","2067,74","2036,19","46,36","15,63","18,29",""
41,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,91","256,0","2067,74","2037,39","46,38","15,63","18,29",""
42,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,92","256,0","2067,74","2037,69","46,37","15,63","18,29",""
43,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,8","256,0","2067,74","2034,5","46,32","15,63","18,29",""
44,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,81","256,0","2067,74","2034,76","46,33","15,63","18,29",""
45,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,87","256,0","2067,74","2036,32","46,37","15,63","18,29",""
46,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,89","256,0","2067,74","2037,07","46,36","15,63","18,29",""
47,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,87","256,0","2067,74","2036,45","46,37","15,63","18,28",""
48,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,85","256,0","2067,74","2035,94","46,35","15,63","18,29",""
49,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,89","256,0","2067,74","2036,83","46,38","15,63","18,29",""
50,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,78","256,0","2067,74","2034,0","46,31","15,63","18,29",""
51,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,82","256,0","2067,74","2035,12","46,33","15,63","18,29",""
52,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,86","256,0","2067,74","2036,02","46,37","15,63","18,29",""
53,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,84","256,0","2067,74","2035,69","46,34","15,63","18,29",""
54,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,89","256,0","2067,74","2036,95","46,38","15,63","18,29",""
55,"2020 Nov 20","17:49:30",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,88","256,0","2067,74","2036,65","46,37","15,63","18,29",""
56,"2020 Nov 20","17:49:31",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,85","256,0","2067,74","2035,98","46,34","15,63","18,29",""
57,"2020 Nov 20","17:49:31",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,85","256,0","2067,74","2035,73","46,34","15,63","18,29",""
58,"2020 Nov 20","17:49:31",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,88","256,0","2067,74","2036,82","46,38","15,63","18,29",""
59,"2020 Nov 20","17:49:31",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,88","256,0","2067,74","2036,79","46,36","15,63","18,29",""
60,"2020 Nov 20","17:49:31",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,9","256,0","2067,74","2037,11","46,36","15,63","18,28",""
61,"2020 Nov 20","17:49:31",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,9","256,0","2067,74","2037,17","46,38","15,63","18,29",""
62,"2020 Nov 20","17:49:31",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,91","256,0","2067,74","2037,39","46,38","15,63","18,29",""
63,"2020 Nov 20","17:49:31",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,9","256,0","2067,74","2037,16","46,38","15,63","18,29",""
64,"2020 Nov 20","17:49:31",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,88","256,0","2067,74","2036,75","46,38","15,63","18,29",""
65,"2020 Nov 20","17:49:31",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"73,83","256,0","2067,74","2035,34","46,34","15,63","18,28",""
