File:,"C:\data\20201120 cirris\Logger_xsensor_pneu_dda_v2_03.XSN"
Frame,Date,Time,Units,Threshold,Sensor,Rows,Columns,Average Pressure,Peak Pressure,Contact Area (cm²),Est. Load (N),Std Dev.,COP Row,COP Column,Frame Notes
1,"2020 Nov 20","17:51:00",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"74,16","256,0","2067,74","2044,49","46,85","15,61","18,24",""
2,"2020 Nov 20","17:51:00",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"74,11","256,0","2067,74","2043,07","46,82","15,61","18,24",""
3,"2020 Nov 20","17:51:00",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"74,16","256,0","2066,13","2042,82","46,8","15,61","18,24",""
4,"2020 Nov 20","17:51:00",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"74,15","256,0","2066,13","2042,48","46,77","15,61","18,24",""
5,"2020 Nov 20","17:51:00",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"74,15","256,0","2067,74","2044,03","46,81","15,61","18,24",""
6,"2020 Nov 20","17:51:00",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"74,08","256,0","2067,74","2042,2","46,79","15,61","18,23",""
7,"2020 Nov 20","17:51:00",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"74,11","256,0","2066,13","2041,34","46,77","15,61","18,24",""
8,"2020 Nov 20","17:51:00",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"74,05","256,0","2067,74","2041,44","46,78","15,61","18,24",""
9,"2020 Nov 20","17:51:00",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"74,18","256,0","2066,13","2043,3","46,82","15,61","18,25",""
10,"2020 Nov 20","17:51:00",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"74,13","256,0","2066,13","2042,07","46,81","15,61","18,24",""
11,"2020 Nov 20","17:51:00",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"74,06","256,0","2067,74","2041,72","46,8","15,61","18,25",""
12,"2020 Nov 20","17:51:00",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"74,13","256,0","2067,74","2043,59","46,81","15,61","18,24",""
