File:,"C:\data\20201119 cirris\Logger_xsensor_gel_3cm_v3_00.XSN"
Frame,Date,Time,Units,Threshold,Sensor,Rows,Columns,Average Pressure,Peak Pressure,Contact Area (cm²),Est. Load (N),Std Dev.,COP Row,COP Column,Frame Notes
1,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,23","256,0","1975,81","1612,9","42,87","12,94","18,35",""
2,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,28","256,0","1974,19","1612,81","42,88","12,94","18,35",""
3,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,26","256,0","1974,19","1612,5","42,86","12,94","18,35",""
4,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,22","256,0","1974,19","1611,45","42,83","12,94","18,35",""
5,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,15","256,0","1975,81","1610,82","42,82","12,94","18,35",""
6,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,24","256,0","1974,19","1611,87","42,84","12,94","18,35",""
7,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,12","256,0","1975,81","1610,11","42,8","12,94","18,34",""
8,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,11","256,0","1974,19","1608,52","42,77","12,94","18,35",""
9,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,12","256,0","1974,19","1608,77","42,77","12,94","18,35",""
10,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,03","256,0","1975,81","1607,74","42,79","12,94","18,34",""
11,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,05","256,0","1974,19","1606,89","42,81","12,92","18,34",""
12,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,08","256,0","1974,19","1607,73","42,86","12,92","18,34",""
13,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,0","256,0","1972,58","1604,3","42,8","12,91","18,33",""
14,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,92","256,0","1974,19","1603,31","42,8","12,91","18,34",""
15,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,94","256,0","1972,58","1602,57","42,83","12,90","18,33",""
16,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,88","256,0","1972,58","1600,97","42,81","12,89","18,33",""
17,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,81","256,0","1972,58","1599,2","42,82","12,89","18,32",""
18,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,73","256,0","1970,97","1595,88","42,82","12,87","18,33",""
19,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,65","256,0","1972,58","1594,91","42,8","12,87","18,32",""
20,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,51","256,0","1970,97","1589,98","42,71","12,87","18,33",""
21,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,44","256,0","1972,58","1589,48","42,7","12,87","18,33",""
22,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,53","256,0","1969,35","1589,27","42,67","12,87","18,34",""
23,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,48","256,0","1972,58","1590,48","42,73","12,87","18,34",""
24,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,52","256,0","1969,35","1589,0","42,69","12,87","18,34",""
25,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,53","256,0","1972,58","1591,91","42,75","12,87","18,34",""
26,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,49","256,0","1972,58","1590,87","42,72","12,87","18,33",""
27,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,58","256,0","1969,35","1590,64","42,71","12,87","18,34",""
28,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,52","256,0","1972,58","1591,73","42,77","12,87","18,34",""
29,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,62","256,0","1969,35","1591,74","42,72","12,87","18,34",""
30,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,56","256,0","1972,58","1592,67","42,76","12,87","18,34",""
31,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,6","256,0","1972,58","1593,81","42,79","12,87","18,34",""
32,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,6","256,0","1972,58","1593,59","42,79","12,87","18,34",""
33,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,59","256,0","1972,58","1593,33","42,79","12,87","18,33",""
34,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,65","256,0","1969,35","1592,42","42,73","12,87","18,34",""
35,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,62","256,0","1969,35","1591,57","42,72","12,87","18,34",""
36,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,6","256,0","1969,35","1591,0","42,72","12,87","18,34",""
37,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,41","256,0","1972,58","1588,76","42,71","12,86","18,33",""
38,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,47","256,0","1970,97","1589,11","42,72","12,86","18,34",""
39,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,48","256,0","1972,58","1590,57","42,75","12,87","18,33",""
40,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,55","256,0","1969,35","1589,85","42,71","12,86","18,34",""
41,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,53","256,0","1969,35","1589,22","42,69","12,86","18,33",""
42,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,46","256,0","1972,58","1589,93","42,75","12,86","18,33",""
43,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,45","256,0","1970,97","1588,51","42,69","12,86","18,34",""
44,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,48","256,0","1972,58","1590,66","42,76","12,87","18,34",""
45,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,45","256,0","1972,58","1589,82","42,74","12,87","18,34",""
46,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,55","256,0","1970,97","1591,05","42,74","12,87","18,34",""
47,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,59","256,0","1969,35","1590,91","42,73","12,87","18,34",""
48,"2020 Nov 19","17:23:11",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,51","256,0","1972,58","1591,36","42,77","12,87","18,34",""
49,"2020 Nov 19","17:23:12",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,57","256,0","1969,35","1590,41","42,72","12,87","18,34",""
50,"2020 Nov 19","17:23:12",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,54","256,0","1972,58","1592,19","42,79","12,87","18,34",""
51,"2020 Nov 19","17:23:12",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,57","256,0","1972,58","1592,79","42,78","12,87","18,33",""
52,"2020 Nov 19","17:23:12",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,57","256,0","1969,35","1590,43","42,72","12,87","18,34",""
53,"2020 Nov 19","17:23:12",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,5","256,0","1972,58","1591,02","42,76","12,87","18,33",""
54,"2020 Nov 19","17:23:12",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,53","256,0","1972,58","1591,84","42,78","12,86","18,34",""
55,"2020 Nov 19","17:23:12",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,58","256,0","1969,35","1590,47","42,74","12,86","18,33",""
56,"2020 Nov 19","17:23:12",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,56","256,0","1969,35","1590,01","42,73","12,86","18,34",""
57,"2020 Nov 19","17:23:12",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,49","256,0","1972,58","1590,77","42,75","12,86","18,33",""
58,"2020 Nov 19","17:23:12",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,5","256,0","1970,97","1589,8","42,75","12,86","18,33",""
59,"2020 Nov 19","17:23:12",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,48","256,0","1970,97","1589,18","42,75","12,86","18,34",""
60,"2020 Nov 19","17:23:12",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,43","256,0","1972,58","1589,36","42,74","12,86","18,34",""
61,"2020 Nov 19","17:23:12",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,55","256,0","1969,35","1589,73","42,72","12,86","18,34",""
62,"2020 Nov 19","17:23:12",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,49","256,0","1972,58","1590,71","42,78","12,86","18,34",""
