File:,"C:\data\20201120 cirris\Logger_xsensor_gel_dda_v1_06.XSN"
Frame,Date,Time,Units,Threshold,Sensor,Rows,Columns,Average Pressure,Peak Pressure,Contact Area (cm²),Est. Load (N),Std Dev.,COP Row,COP Column,Frame Notes
1,"2020 Nov 20","14:16:16",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"69,63","256,0","2020,97","1876,15","46,22","13,51","18,26",""
2,"2020 Nov 20","14:16:16",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"69,59","256,0","2020,97","1874,94","46,2","13,51","18,27",""
3,"2020 Nov 20","14:16:16",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"69,63","256,0","2020,97","1876,09","46,22","13,51","18,27",""
4,"2020 Nov 20","14:16:16",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"69,64","256,0","2020,97","1876,27","46,2","13,51","18,27",""
5,"2020 Nov 20","14:16:16",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"69,62","256,0","2020,97","1875,87","46,2","13,51","18,27",""
6,"2020 Nov 20","14:16:16",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"69,58","256,0","2020,97","1874,74","46,19","13,51","18,26",""
7,"2020 Nov 20","14:16:16",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"69,55","256,0","2020,97","1873,91","46,18","13,50","18,27",""
8,"2020 Nov 20","14:16:16",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"69,61","256,0","2019,35","1874,11","46,16","13,50","18,27",""
9,"2020 Nov 20","14:16:16",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"69,56","256,0","2020,97","1874,28","46,18","13,50","18,27",""
10,"2020 Nov 20","14:16:16",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"69,55","256,0","2020,97","1873,99","46,18","13,50","18,27",""
11,"2020 Nov 20","14:16:16",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"69,56","256,0","2020,97","1874,2","46,18","13,50","18,27",""
