File:,"C:\data\20201120 cirris\Logger_xsensor_gel_dda_v2_07.XSN"
Frame,Date,Time,Units,Threshold,Sensor,Rows,Columns,Average Pressure,Peak Pressure,Contact Area (cm²),Est. Load (N),Std Dev.,COP Row,COP Column,Frame Notes
1,"2020 Nov 20","14:39:34",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,06","256,0","2035,48","1847,06","40,81","14,18","18,29",""
2,"2020 Nov 20","14:39:34",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,98","256,0","2035,48","1844,79","40,76","14,18","18,29",""
3,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,99","256,0","2035,48","1845,06","40,75","14,18","18,29",""
4,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,04","256,0","2035,48","1846,53","40,77","14,18","18,29",""
5,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,01","256,0","2035,48","1845,55","40,77","14,18","18,29",""
6,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,01","256,0","2035,48","1845,56","40,77","14,18","18,29",""
7,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,0","256,0","2035,48","1845,44","40,76","14,18","18,29",""
8,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,01","256,0","2035,48","1845,52","40,77","14,18","18,29",""
9,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,0","256,0","2035,48","1845,44","40,76","14,18","18,29",""
10,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,94","256,0","2037,1","1845,31","40,77","14,18","18,29",""
11,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,0","256,0","2035,48","1845,47","40,76","14,18","18,30",""
12,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,03","256,0","2035,48","1846,03","40,77","14,18","18,29",""
13,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,92","256,0","2035,48","1843,23","40,72","14,18","18,29",""
14,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,01","256,0","2035,48","1845,59","40,79","14,18","18,29",""
15,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,93","256,0","2037,1","1844,88","40,76","14,18","18,29",""
16,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,98","256,0","2035,48","1844,93","40,77","14,18","18,29",""
17,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,0","256,0","2035,48","1845,34","40,78","14,18","18,30",""
18,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,97","256,0","2035,48","1844,63","40,74","14,18","18,29",""
19,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,96","256,0","2037,1","1845,83","40,77","14,18","18,29",""
20,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,01","256,0","2035,48","1845,67","40,78","14,18","18,29",""
21,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,92","256,0","2037,1","1844,68","40,77","14,18","18,29",""
22,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,05","256,0","2035,48","1846,61","40,8","14,18","18,29",""
23,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,0","256,0","2035,48","1845,45","40,76","14,18","18,29",""
24,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,04","256,0","2035,48","1846,3","40,79","14,18","18,30",""
25,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,04","256,0","2035,48","1846,33","40,78","14,18","18,29",""
26,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,0","256,0","2035,48","1845,28","40,77","14,18","18,29",""
27,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,9","256,0","2037,1","1844,02","40,76","14,18","18,29",""
28,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,94","256,0","2035,48","1843,84","40,74","14,18","18,29",""
29,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,99","256,0","2035,48","1845,11","40,76","14,18","18,29",""
30,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,03","256,0","2035,48","1846,13","40,79","14,18","18,30",""
31,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,01","256,0","2035,48","1845,68","40,79","14,18","18,29",""
32,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,93","256,0","2037,1","1844,98","40,78","14,18","18,29",""
33,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,02","256,0","2035,48","1845,95","40,76","14,18","18,29",""
34,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,99","256,0","2035,48","1845,09","40,76","14,18","18,29",""
35,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,98","256,0","2035,48","1844,77","40,75","14,18","18,29",""
36,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,97","256,0","2035,48","1844,62","40,77","14,18","18,29",""
37,"2020 Nov 20","14:39:35",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,95","256,0","2035,48","1844,02","40,74","14,18","18,29",""
