ID,test,problem,obstacle_H,vitesse,pneumatique,mtixsens_1_ES_horiz,mtixsens_1_ES_vert,mtixsens_1_ES_norm,mtixsens_1_ES_angl,mtixsens_1_VDV_horiz,mtixsens_1_VDV_vert,mtixsens_1_VDV_norm,mtixsens_1_VDV_angl,mtixsens_2_ES_horiz,mtixsens_2_ES_vert,mtixsens_2_ES_norm,mtixsens_2_ES_angl,mtixsens_2_VDV_horiz,mtixsens_2_VDV_vert,mtixsens_2_VDV_norm,mtixsens_2_VDV_angl,mtixsens_3_ES_horiz,mtixsens_3_ES_vert,mtixsens_3_ES_norm,mtixsens_3_ES_angl,mtixsens_3_VDV_horiz,mtixsens_3_VDV_vert,mtixsens_3_VDV_norm,mtixsens_3_VDV_angl,mtixsens_4_ES_horiz,mtixsens_4_ES_vert,mtixsens_4_ES_norm,mtixsens_4_ES_angl,mtixsens_4_VDV_horiz,mtixsens_4_VDV_vert,mtixsens_4_VDV_norm,mtixsens_4_VDV_angl,mtixsens_5_ES_horiz,mtixsens_5_ES_vert,mtixsens_5_ES_norm,mtixsens_5_ES_angl,mtixsens_5_VDV_horiz,mtixsens_5_VDV_vert,mtixsens_5_VDV_norm,mtixsens_5_VDV_angl,xsensor_seat_ES_vert,xsensor_seat_VDV_vert,xsensor_seat_std_fwd,xsensor_seat_std_lat,xsensor_seat_range_fwd,xsensor_seat_range_lat
10,0,,1,2,1,2.765420515142969,3.0817502378895045,4.14062014127179,41.90333874928677,1.6603718945643582,2.3579957612771127,2.883917273165107,35.151115692101314,4.035761970619917,5.353492121490611,6.704271219033728,37.01103168173225,2.0276659512565374,2.8320097152234545,3.483060182799762,35.60195458921927,2.6385433033737162,9.201076293329473,9.571923303048761,16.00101920768721,1.6285666165861725,3.6772217632308357,4.021714699060269,23.88757710990754,7.455712315814712,46.0894806752617,46.6886268276495,9.18891001174856,3.1399370625231375,5.321736042094338,6.1790030958345,30.541505680760995,3.802258146594412,3.697369762935855,5.303556370702202,45.801275741442915,1.9590165035766907,2.3360865312173975,3.048777778491108,39.9828274740279,31521.812079637682,218.0955889411928,0.28390694792522053,0.19250120333835144,2.34,1.7200000000000024
11,1,,1,2,1,2.3650902178646627,2.489027429043943,3.433498111426919,43.53741973850092,1.5369702796850484,2.224386352698006,2.703733028001151,34.643066306239014,3.3815031436106096,4.84144737130024,5.905436153182798,34.93232787589551,1.8667410026816362,2.665217416765125,3.253936976912891,35.00772646081219,2.337178826411635,8.226810791380721,8.552357608508029,15.859473693311903,1.512069611278536,3.5023298029562384,3.8147960047724054,23.351427194740566,6.548312042647388,42.607431346659524,43.10769764865882,8.73739033181779,2.967406381716339,5.115070097565458,5.913496659106113,30.119312775756434,3.5160195342431644,3.5178075232140356,4.9736669707129355,44.98543549353666,1.8708136897593242,2.2819195714607834,2.9507796922858645,39.34634195751928,27243.890964420298,204.87948537219665,0.24399265284876792,0.2356603664372474,1.9900000000000002,2.0
12,2,,1,2,1,1.9049005945608617,2.1115334834208093,2.84380377782391,42.05490902457102,1.335945400769594,2.056446377081148,2.4522890970779954,33.00927833692958,2.8779376065802103,4.657831974960671,5.475209911440351,31.71070139078271,1.7027901051497079,2.6272133985439057,3.1307737675667933,32.94870227962947,1.7482087976740763,7.689260292222217,7.885490336168724,12.808868956502225,1.2579361131212043,3.3778012161457998,3.6044339805981367,20.42597038910987,6.23452846801521,42.865732664296345,43.31674482305215,8.275255120459168,2.9137428934812397,5.116811034939541,5.888263990056109,29.659136939810438,3.1746204932078586,3.3357900008038768,4.604965820216089,43.581894816689235,1.7965863095034826,2.2439476344387113,2.874547504147119,38.682037301476754,26342.297070579716,199.88610093355376,0.2352147552296535,0.33403657888703414,1.9499999999999993,2.129999999999999
13,3,,1,2,1,2.6103645073248276,2.466173329488317,3.5911020247523853,46.626960261075176,1.5988806497329444,2.09884482719806,2.6384785276265745,37.29981621498735,3.3739883057138065,5.200890056248628,6.199439850847766,32.97280004029897,1.9145471539388186,2.6976859152431527,3.3080205715739615,35.36331467701636,2.179988775692814,8.633622708703715,8.904593878352406,14.170971584759936,1.5178981718534026,3.4924790473686596,3.8080736280204723,23.49068723870439,7.175873183796688,43.91172814121651,44.494190905083755,9.281004178571795,3.0383612740771917,5.216778096722101,6.037086461386108,30.21742146994242,3.5550632153601534,3.6988700039905007,5.130313223539822,43.86427919388191,1.9311749326932641,2.2835553752470235,2.990662430379331,40.22079379786373,29669.881886612315,207.81105006848793,0.2343037771255914,0.22486081439291425,2.0700000000000003,1.4100000000000001
14,4,,1,2,1,2.0506636493764634,2.770064143968557,3.4465166131290084,36.51234799605565,1.44003534810709,2.2540831284279625,2.6748070124144467,32.57273368445986,3.295049517771564,4.630178808912892,5.68294880560019,35.4374149137662,1.8516535955788551,2.6216183490104528,3.2095955829182583,35.2336276166629,2.1489697652998907,8.249016863201094,8.52433869936836,14.601702956791382,1.4269573778937736,3.502077471739276,3.781633770791301,22.168942656558126,6.714823308239033,45.600272180368336,46.09201313660041,8.376832900553849,3.074144927731954,5.2410626834807,6.076109371042791,30.39375136059866,3.256542062821788,3.3407621319058443,4.665378637249464,44.2686115020648,1.814919700552414,2.2386557823584328,2.8819287346046765,39.03232228603727,29455.617032264494,209.85682400436528,0.21596947390066787,0.2281408414142123,1.9800000000000004,3.1400000000000006
15,5,,1,2,1,1.7024156961122092,2.4630777657872596,2.9941561887591597,34.65122617131617,1.2686621116751746,2.1326136428560054,2.481440005983557,30.74782360677759,3.175016497399663,4.733059990994238,5.699349667910401,33.854375666319285,1.8016582054050931,2.6440967221076255,3.199565558785097,34.270083814772775,2.0607670449560955,8.12039577408755,8.377803312408094,14.239720693251797,1.3189588033909065,3.4736839111465594,3.7156604042351384,20.79178438914913,6.383400768882053,45.77563140320472,46.21857024766372,7.938687616753716,3.0070922092691283,5.275579164836323,6.072424481169132,29.683239245628375,3.1574392165043164,3.388229250859892,4.631362635585987,42.980676912316795,1.7786398880199341,2.245251890370593,2.864387526587191,38.38550227445998,29958.087904637687,215.9675048851296,0.21463479548753914,0.15161265298329113,1.879999999999999,1.2699999999999996
16,6,,1,2,1,2.196455359765939,2.1874657943082063,3.0999068935555067,45.11748921122429,1.4767001845140388,2.011973118908053,2.4957322104249076,36.27703885352401,3.674349178890407,4.4544450322721865,5.774333072654103,39.51828403855339,1.9517419893909367,2.538649817382313,3.202192949909006,37.55348005276337,2.467093164661954,7.438035138518678,7.836511686009299,18.349967390167325,1.5607416404525534,3.309419743608452,3.6589853112069144,25.248838070063233,7.006051186024489,45.03135217523021,45.5730998720825,8.84327323084102,3.003284434251237,5.223845281819007,6.025634980763312,29.895385297739008,3.9525793398984628,3.3340766054036663,5.170971886298765,49.85172550089169,1.9699133927059034,2.1996599710324634,2.9528059135210056,41.846149356134624,29324.65244202898,204.1278170287957,0.21002310307579541,0.22732818492444967,1.3599999999999994,2.5500000000000007
17,7,,1,2,1,1.9732593808085839,2.4651169486760227,3.157618430811244,38.67632685509948,1.379034544685893,2.2370422443040563,2.6279448773210516,31.65193919192364,2.696603528834338,4.489575140711334,5.237170565850896,30.990572052249327,1.713571604995979,2.5849939883891073,3.1013741414825007,33.54007593083183,1.7502838505536995,7.452004365697225,7.654793440967534,13.217722500685312,1.2771693690571937,3.3750250800381307,3.6085947248401755,20.7275317339189,5.48075570529443,42.82249188582231,43.17180207510957,7.293507485227376,2.902972540307439,5.11616713292794,5.882381805173065,29.571078912939118,2.5652151940240993,3.41341021571609,4.269859282506516,36.92526338158784,1.6562460548134368,2.2623837346770888,2.803842213288138,36.207114912710125,27372.37839130435,206.05228349264874,0.19370750021528452,0.22339341865450954,1.5199999999999996,1.879999999999999
18,8,,1,2,1,2.6258598441011993,3.3195138701821314,4.23253024267928,38.34531736640164,1.6577778759544874,2.432406191535365,2.9436078826201957,34.27592683307594,2.9705735340431176,5.7566041969297235,6.477869943219479,27.295037004631265,1.8250069801200004,2.880867397982543,3.410285536761611,32.353938934599235,2.441969983403471,9.744137471023214,10.045468254593322,14.069087296171514,1.6158182652324897,3.793163742412935,4.122979486125906,23.073116160526446,5.716269203850651,39.29201029341726,39.70563947991393,8.27741749797336,2.889002469071201,5.012711127615231,5.78563809058405,29.95636658000206,3.0039817012683825,4.0763934782031965,5.0636834271795506,36.387297278270296,1.8053938136881063,2.4120366048017,3.0128669743960814,36.81461680792713,38715.42736501811,236.01735438727974,0.2470280695242285,0.14072318650483315,2.09,1.2800000000000011
19,9,,1,2,1,2.5631671919571564,3.206643824080635,4.105166338705414,38.636399547992475,1.588711625106993,2.3917096477190807,2.8712853683921127,33.59440769395256,2.6106379387968874,5.8529238863938655,6.408755609898503,24.038781103457058,1.6848952667428867,2.895985867574046,3.350463580623013,30.191002667977674,2.23370727561211,9.829702953823018,10.08030298917247,12.802513924865359,1.4743385538042855,3.840394598802043,4.1136729142873785,21.00193988299197,5.017918039832711,35.018193529269126,35.37588697839002,8.154664015991887,2.7607247531981094,4.761865206210667,5.504267562995145,30.10331446021013,2.6399341382061867,4.29592346868979,5.042242626342584,31.571588240732222,1.6792932582375215,2.4599505632955734,2.978486632674419,34.319526533385606,39664.00927275362,240.93157073310996,0.2087039790814006,0.23849246293025123,1.4000000000000004,3.0400000000000027
