File:,"C:\data\20201120 cirris\Logger_xsensor_pleine_dda_v3_01.XSN"
Frame,Date,Time,Units,Threshold,Sensor,Rows,Columns,Average Pressure,Peak Pressure,Contact Area (cm²),Est. Load (N),Std Dev.,COP Row,COP Column,Frame Notes
1,"2020 Nov 20","16:23:54",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,68","256,0","2017,74","1820,62","51,09","14,34","18,21",""
2,"2020 Nov 20","16:23:54",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,68","256,0","2017,74","1820,55","51,1","14,34","18,21",""
3,"2020 Nov 20","16:23:54",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,66","256,0","2017,74","1820,25","51,09","14,34","18,21",""
4,"2020 Nov 20","16:23:54",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,65","256,0","2017,74","1819,84","51,07","14,34","18,21",""
5,"2020 Nov 20","16:23:54",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,64","256,0","2017,74","1819,48","51,06","14,34","18,21",""
6,"2020 Nov 20","16:23:55",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,63","256,0","2017,74","1819,33","51,04","14,34","18,21",""
7,"2020 Nov 20","16:23:55",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,62","256,0","2017,74","1818,99","51,02","14,34","18,21",""
8,"2020 Nov 20","16:23:55",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,54","256,0","2017,74","1817,01","51,01","14,34","18,21",""
9,"2020 Nov 20","16:23:55",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,52","256,0","2017,74","1816,3","51,0","14,33","18,21",""
10,"2020 Nov 20","16:23:55",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,53","256,0","2017,74","1816,63","51,0","14,33","18,21",""
11,"2020 Nov 20","16:23:55",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,54","256,0","2017,74","1816,79","51,0","14,33","18,21",""
12,"2020 Nov 20","16:23:55",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,51","256,0","2017,74","1816,03","51,0","14,33","18,21",""
13,"2020 Nov 20","16:23:55",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,54","256,0","2017,74","1816,8","51,01","14,33","18,21",""
14,"2020 Nov 20","16:23:55",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,5","256,0","2017,74","1815,85","51,0","14,33","18,21",""
15,"2020 Nov 20","16:23:55",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,52","256,0","2017,74","1816,35","51,01","14,33","18,21",""
16,"2020 Nov 20","16:23:55",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,56","256,0","2017,74","1817,39","51,03","14,33","18,21",""
17,"2020 Nov 20","16:23:55",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,55","256,0","2017,74","1817,29","51,03","14,33","18,21",""
18,"2020 Nov 20","16:23:55",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,54","256,0","2017,74","1816,83","51,02","14,33","18,21",""
19,"2020 Nov 20","16:23:55",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,59","256,0","2017,74","1818,31","51,04","14,33","18,21",""
20,"2020 Nov 20","16:23:55",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,54","256,0","2017,74","1816,86","51,01","14,33","18,21",""
21,"2020 Nov 20","16:23:55",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,54","256,0","2017,74","1816,76","51,01","14,33","18,21",""
22,"2020 Nov 20","16:23:55",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,53","256,0","2017,74","1816,52","51,02","14,33","18,21",""
23,"2020 Nov 20","16:23:55",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,53","256,0","2017,74","1816,61","51,01","14,33","18,21",""
24,"2020 Nov 20","16:23:55",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,5","256,0","2017,74","1815,7","50,98","14,33","18,21",""
25,"2020 Nov 20","16:23:55",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,54","256,0","2017,74","1816,96","51,0","14,33","18,21",""
26,"2020 Nov 20","16:23:55",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,51","256,0","2017,74","1816,15","51,0","14,33","18,21",""
27,"2020 Nov 20","16:23:55",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,55","256,0","2017,74","1817,12","51,03","14,33","18,22",""
28,"2020 Nov 20","16:23:55",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,56","256,0","2017,74","1817,52","51,04","14,33","18,21",""
29,"2020 Nov 20","16:23:55",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,57","256,0","2017,74","1817,63","51,04","14,33","18,22",""
30,"2020 Nov 20","16:23:55",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,58","256,0","2017,74","1818,08","51,05","14,33","18,21",""
31,"2020 Nov 20","16:23:55",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,59","256,0","2017,74","1818,19","51,03","14,33","18,21",""
32,"2020 Nov 20","16:23:55",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,58","256,0","2017,74","1818,04","51,04","14,33","18,21",""
33,"2020 Nov 20","16:23:55",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,6","256,0","2017,74","1818,41","51,05","14,33","18,22",""
34,"2020 Nov 20","16:23:55",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,59","256,0","2017,74","1818,26","51,04","14,33","18,21",""
35,"2020 Nov 20","16:23:55",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,58","256,0","2017,74","1818,1","51,04","14,33","18,21",""
36,"2020 Nov 20","16:23:55",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,59","256,0","2017,74","1818,31","51,05","14,33","18,21",""
37,"2020 Nov 20","16:23:55",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"67,6","256,0","2017,74","1818,4","51,06","14,33","18,21",""
