File:,"C:\data\20201117 cirris\Logger_xsensor_pleine_3cm_v2_01.XSN"
Frame,Date,Time,Units,Threshold,Sensor,Rows,Columns,Average Pressure,Peak Pressure,Contact Area (cm²),Est. Load (N),Std Dev.,COP Row,COP Column,Frame Notes
1,"2020 Nov 17","14:30:57",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,94","256,0","1945,16","1580,45","42,81","14,35","19,11",""
2,"2020 Nov 17","14:30:57",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,95","256,0","1945,16","1580,74","42,81","14,35","19,11",""
3,"2020 Nov 17","14:30:57",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,93","256,0","1945,16","1580,0","42,8","14,35","19,12",""
4,"2020 Nov 17","14:30:57",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,95","256,0","1945,16","1580,74","42,81","14,35","19,11",""
5,"2020 Nov 17","14:30:57",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,89","256,0","1945,16","1579,2","42,78","14,35","19,11",""
6,"2020 Nov 17","14:30:57",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,96","256,0","1945,16","1580,97","42,83","14,35","19,12",""
7,"2020 Nov 17","14:30:57",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,95","256,0","1945,16","1580,64","42,81","14,35","19,11",""
8,"2020 Nov 17","14:30:57",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,98","256,0","1945,16","1581,29","42,83","14,35","19,12",""
9,"2020 Nov 17","14:30:57",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,97","256,0","1945,16","1581,22","42,82","14,35","19,11",""
10,"2020 Nov 17","14:30:57",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,96","256,0","1945,16","1580,83","42,82","14,35","19,11",""
11,"2020 Nov 17","14:30:57",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,96","256,0","1943,55","1579,59","42,78","14,35","19,11",""
12,"2020 Nov 17","14:30:57",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,95","256,0","1945,16","1580,62","42,82","14,35","19,12",""
13,"2020 Nov 17","14:30:57",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,99","256,0","1945,16","1581,67","42,85","14,35","19,11",""
14,"2020 Nov 17","14:30:57",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,93","256,0","1945,16","1580,14","42,81","14,35","19,12",""
15,"2020 Nov 17","14:30:57",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,97","256,0","1945,16","1581,25","42,83","14,35","19,12",""
16,"2020 Nov 17","14:30:57",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,01","256,0","1945,16","1582,1","42,87","14,35","19,12",""
17,"2020 Nov 17","14:30:57",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,06","256,0","1943,55","1582,09","42,85","14,35","19,11",""
18,"2020 Nov 17","14:30:57",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,95","256,0","1945,16","1580,54","42,82","14,35","19,12",""
19,"2020 Nov 17","14:30:57",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,03","256,0","1943,55","1581,35","42,84","14,34","19,12",""
20,"2020 Nov 17","14:30:57",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,99","256,0","1943,55","1580,42","42,81","14,35","19,11",""
21,"2020 Nov 17","14:30:57",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,96","256,0","1945,16","1580,97","42,83","14,35","19,11",""
22,"2020 Nov 17","14:30:57",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,94","256,0","1945,16","1580,4","42,82","14,35","19,11",""
23,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,96","256,0","1945,16","1580,88","42,83","14,35","19,11",""
24,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,97","256,0","1945,16","1581,26","42,85","14,35","19,11",""
25,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,03","256,0","1943,55","1581,42","42,84","14,35","19,11",""
26,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,99","256,0","1943,55","1580,25","42,82","14,35","19,11",""
27,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,06","256,0","1945,16","1583,46","42,8","14,36","19,12",""
28,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,12","256,0","1943,55","1583,8","42,76","14,37","19,12",""
29,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,17","256,0","1943,55","1584,93","42,77","14,37","19,12",""
30,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,14","256,0","1945,16","1585,46","42,82","14,37","19,12",""
31,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,16","256,0","1945,16","1586,11","42,87","14,36","19,11",""
32,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,15","256,0","1945,16","1585,8","42,95","14,35","19,11",""
33,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,12","256,0","1943,55","1583,74","42,93","14,34","19,11",""
34,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,02","256,0","1945,16","1582,43","42,91","14,34","19,11",""
35,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,0","256,0","1945,16","1581,94","42,88","14,34","19,11",""
36,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,03","256,0","1943,55","1581,41","42,82","14,35","19,11",""
37,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,01","256,0","1943,55","1580,75","42,75","14,36","19,11",""
38,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,99","256,0","1945,16","1581,75","42,76","14,36","19,11",""
39,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,99","256,0","1943,55","1580,38","42,8","14,35","19,11",""
40,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,95","256,0","1945,16","1580,52","42,87","14,34","19,11",""
41,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,94","256,0","1945,16","1580,4","42,89","14,33","19,11",""
42,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,95","256,0","1943,55","1579,43","42,83","14,34","19,11",""
43,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,92","256,0","1945,16","1579,89","42,82","14,34","19,11",""
44,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,98","256,0","1945,16","1581,44","42,8","14,35","19,11",""
45,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,99","256,0","1945,16","1581,64","42,79","14,35","19,11",""
46,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,96","256,0","1945,16","1580,99","42,79","14,35","19,11",""
47,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,03","256,0","1945,16","1582,72","42,87","14,35","19,11",""
48,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,98","256,0","1945,16","1581,41","42,85","14,34","19,11",""
49,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,98","256,0","1945,16","1581,53","42,86","14,34","19,11",""
50,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,97","256,0","1945,16","1581,07","42,86","14,34","19,11",""
51,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,06","256,0","1943,55","1582,3","42,86","14,34","19,12",""
52,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,95","256,0","1945,16","1580,67","42,78","14,35","19,11",""
53,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,01","256,0","1943,55","1580,76","42,77","14,35","19,11",""
54,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,94","256,0","1945,16","1580,42","42,79","14,35","19,11",""
55,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,0","256,0","1945,16","1581,86","42,85","14,34","19,12",""
56,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,01","256,0","1943,55","1580,93","42,82","14,34","19,10",""
57,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,89","256,0","1945,16","1579,12","42,79","14,34","19,11",""
58,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,97","256,0","1945,16","1581,23","42,83","14,34","19,11",""
59,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,95","256,0","1945,16","1580,73","42,8","14,35","19,11",""
60,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,97","256,0","1945,16","1581,03","42,78","14,35","19,11",""
61,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,98","256,0","1945,16","1581,37","42,79","14,35","19,12",""
62,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,0","256,0","1945,16","1581,91","42,81","14,35","19,11",""
63,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,0","256,0","1945,16","1581,87","42,81","14,35","19,11",""
64,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,03","256,0","1945,16","1582,8","42,83","14,35","19,11",""
65,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,06","256,0","1943,55","1582,09","42,81","14,35","19,11",""
66,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,98","256,0","1945,16","1581,41","42,78","14,35","19,11",""
67,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,02","256,0","1943,55","1581,15","42,76","14,35","19,11",""
68,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,0","256,0","1945,16","1581,96","42,78","14,35","19,11",""
69,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,02","256,0","1945,16","1582,42","42,79","14,35","19,11",""
70,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,93","256,0","1943,55","1578,85","42,72","14,35","19,11",""
71,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,99","256,0","1943,55","1580,38","42,76","14,35","19,12",""
72,"2020 Nov 17","14:30:58",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,01","256,0","1943,55","1580,82","42,77","14,35","19,11",""
73,"2020 Nov 17","14:30:59",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"61,0","256,0","1943,55","1580,71","42,76","14,35","19,10",""
74,"2020 Nov 17","14:30:59",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"60,91","256,0","1945,16","1579,69","42,74","14,35","19,11",""
